Word,Tooltip Tip,Glossary Link,File Name
SAML,"Security Assertion Markup Language (SAML)
Protocole normalisé permettant à deux parties d’échanger des informations d’authentification sans mot de passe.",N/A,docs/fr-ca/rules-best-practices.mdx
OAuth,"OAuth 2.0
Cadre d’applications d’autorisation qui définit les protocoles d’autorisation et les flux de production.",N/A,docs/fr-ca/android-development-keystores-hashes.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/native-passkeys-for-mobile-applications.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/native-passkeys-for-mobile-applications.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/understand-rate-limit-burst-capability.mdx
MFA,"Authentification multifacteur (MFA)
Processus d’authentification de l’utilisateur qui utilise un facteur en plus du nom d’utilisateur et du mot de passe, tel qu’un code par SMS.",N/A,docs/fr-ca/releases.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/auth0-android-user-management.mdx
OpenID,"OpenID
Norme ouverte d’authentification qui permet aux applications de vérifier l’identité des utilisateurs sans avoir à collecter leurs informations de connexion.",N/A,docs/fr-ca/manage-users/sessions.mdx
IdP,"Fournisseur d’identité (IdP)
Service de stockage et de gestion des identités numériques.",N/A,docs/fr-ca/manage-users/sessions.mdx
SSO,"Authentification unique (SSO)
Service qui, après qu’un utilisateur se soit connecté à une application, le connecte automatiquement à d’autres applications.",N/A,docs/fr-ca/manage-users/sessions.mdx
SAML,"Security Assertion Markup Language (SAML)
Protocole normalisé permettant à deux parties d’échanger des informations d’authentification sans mot de passe.",N/A,docs/fr-ca/manage-users/user-accounts.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/user-migration.mdx
Universal Login,"Universal Login: Your application redirects to Universal Login, hosted on Auth0",N/A,docs/fr-ca/manage-users/my-account-api.mdx
audience,"Audience: Unique identifier of the audience for an issued token. Named aud in a token, its value contains the ID of either an application (Client ID) for an ID Token or an API (API Identifier) for an Access Token.",/docs/glossary?term=audience,docs/fr-ca/manage-users/my-account-api.mdx
IdP,"Fournisseur d’identité (IdP)
Service de stockage et de gestion des identités numériques.",N/A,docs/fr-ca/manage-users/organizations/organizations-overview.mdx
WS-Fed,"Web Service Federation (WS-Fed)
Protocole de gestion des identités des utilisateurs à travers les domaines.",N/A,docs/fr-ca/manage-users/organizations/organizations-overview.mdx
JWT,"Jeton Web JSON (JWT)
Format standard de jeton d’ID (et souvent de jeton d’accès) utilisé pour représenter en toute sécurité des demandes entre deux parties.",N/A,docs/fr-ca/manage-users/organizations/using-tokens.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations.mdx
IdP,"Fournisseur d’identité (IdP)
Service de stockage et de gestion des identités numériques.",N/A,docs/fr-ca/manage-users/organizations/login-flows-for-organizations.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/login-flows-for-organizations.mdx
SSO,"Authentification unique (SSO)
Service qui, après qu’un utilisateur se soit connecté à une application, le connecte automatiquement à d’autres applications.",N/A,docs/fr-ca/manage-users/organizations/custom-development.mdx
JWT,"Jeton Web JSON (JWT)
Format standard de jeton d’ID (et souvent de jeton d’accès) utilisé pour représenter en toute sécurité des demandes entre deux parties.",N/A,docs/fr-ca/manage-users/organizations/custom-development.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/organizations-for-m2m-applications.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/delete-organizations.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/delete-organizations.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/disable-connections.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/disable-connections.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/remove-member-roles.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/remove-member-roles.mdx
SSO,"Authentification unique (SSO)
Service qui, après qu’un utilisateur se soit connecté à une application, le connecte automatiquement à d’autres applications.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/define-organization-behavior.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/define-organization-behavior.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/define-organization-behavior.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/retrieve-member-roles.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/retrieve-member-roles.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/use-org-name-authentication-api.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/use-org-name-authentication-api.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/send-membership-invitations.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/send-membership-invitations.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/retrieve-organizations.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/retrieve-user-membership.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/retrieve-connections.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/retrieve-connections.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/enable-connections.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/enable-connections.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/create-organizations.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/create-organizations.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/add-member-roles.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/add-member-roles.mdx
Management API,"Management API
Un produit permettant aux clients d’effectuer des tâches administratives.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/invite-members.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/invite-members.mdx
Auth0 Dashboard,"Auth0 Dashboard
Principal produit d’Auth0 pour configurer vos services.",N/A,docs/fr-ca/manage-users/organizations/configure-organizations/assign-members.mdx
